TIME, BPLP, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_3
"2006","2100","2","SA2","201031013","A",135
"2006","2100","2","SA2","201031014","A",170
"2006","2100","2","SA2","201031015","A",205
"2006","2100","2","SA2","201031016","A",259
"2006","2100","2","SA2","201031017","A",259
"2006","2100","2","SA2","202011018","A",323
"2006","2100","2","SA2","202011019","A",167
"2006","2100","2","SA2","202011020","A",289
"2006","2100","2","SA2","202011021","A",217
"2006","2100","2","SA2","202011022","A",370
"2006","2100","2","SA2","202011023","A",55
"2006","2100","2","SA2","202011024","A",146
"2006","2100","2","SA2","202011025","A",102
"2006","2100","2","SA2","202021026","A",176
"2006","2100","2","SA2","202021027","A",345
"2006","2100","2","SA2","202021028","A",416
"2006","2100","2","SA2","202021029","A",184
"2006","2100","2","SA2","202021030","A",394
"2006","2100","2","SA2","202021031","A",393
"2006","2100","2","SA2","202031032","A",120
"2006","2100","2","SA2","202031033","A",214
"2006","2100","2","SA2","203011034","A",174
"2006","2100","2","SA2","203011035","A",315
"2006","2100","2","SA2","203011036","A",216
"2006","2100","2","SA2","203021037","A",665
"2006","2100","2","SA2","203021038","A",1232
"2006","2100","2","SA2","203021039","A",538
"2006","2100","2","SA2","203021040","A",613
"2006","2100","2","SA2","203021041","A",800
"2006","2100","2","SA2","203021042","A",937
"2006","2100","2","SA2","203021043","A",904
"2006","2100","2","SA2","203021044","A",476
"2006","2100","2","SA2","203021045","A",792
"2006","2100","2","SA2","203021046","A",333
"2006","2100","2","SA2","203021047","A",437
"2006","2100","2","SA2","203031048","A",752
"2006","2100","2","SA2","203031049","A",214
"2006","2100","2","SA2","203031050","A",1031
"2006","2100","2","SA2","203031051","A",312
"2006","2100","2","SA2","203031052","A",175
"2006","2100","2","SA2","203031053","A",555
"2006","2100","2","SA2","204011054","A",323
"2006","2100","2","SA2","204011055","A",185
"2006","2100","2","SA2","204011056","A",356
"2006","2100","2","SA2","204011057","A",425
"2006","2100","2","SA2","204011058","A",125
"2006","2100","2","SA2","204011059","A",161
"2006","2100","2","SA2","204011060","A",171
"2006","2100","2","SA2","204011061","A",16
"2006","2100","2","SA2","204011062","A",167
"2006","2100","2","SA2","204021063","A",243
"2006","2100","2","SA2","204021064","A",134
"2006","2100","2","SA2","204021065","A",98
"2006","2100","2","SA2","204021066","A",330
"2006","2100","2","SA2","204021067","A",286
"2006","2100","2","SA2","204031068","A",217
"2006","2100","2","SA2","204031069","A",710
"2006","2100","2","SA2","204031070","A",88
"2006","2100","2","SA2","204031071","A",117
"2006","2100","2","SA2","204031072","A",186
"2006","2100","2","SA2","204031073","A",374
"2006","2100","2","SA2","204031074","A",503
"2006","2100","2","SA2","204031075","A",138
"2006","2100","2","SA2","205011076","A",441
"2006","2100","2","SA2","205011077","A",275
"2006","2100","2","SA2","205011078","A",240
"2006","2100","2","SA2","205011079","A",543
