TIME, BPLP, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_3
"2001","2308","1","SA2","101011001","A",50
"2001","2308","1","SA2","101011002","A",47
"2001","2308","1","SA2","101011003","A",15
"2001","2308","1","SA2","101011004","A",45
"2001","2308","1","SA2","101011005","A",31
"2001","2308","1","SA2","101011006","A",12
"2001","2308","1","SA2","101021007","A",6
"2001","2308","1","SA2","101021008","A",21
"2001","2308","1","SA2","101021009","A",36
"2001","2308","1","SA2","101021010","A",9
"2001","2308","1","SA2","101021011","A",50
"2001","2308","1","SA2","101021012","A",32
"2001","2308","1","SA2","101031013","A",3
"2001","2308","1","SA2","101031014","A",47
"2001","2308","1","SA2","101031015","A",21
"2001","2308","1","SA2","101031016","A",61
"2001","2308","1","SA2","101041017","A",43
"2001","2308","1","SA2","101041018","A",46
"2001","2308","1","SA2","101041019","A",36
"2001","2308","1","SA2","101041020","A",70
"2001","2308","1","SA2","101041021","A",14
"2001","2308","1","SA2","101041022","A",0
"2001","2308","1","SA2","101041023","A",21
"2001","2308","1","SA2","101041024","A",17
"2001","2308","1","SA2","101041025","A",110
"2001","2308","1","SA2","101041026","A",49
"2001","2308","1","SA2","101041027","A",61
"2001","2308","1","SA2","102011028","A",14
"2001","2308","1","SA2","102011029","A",31
"2001","2308","1","SA2","102011030","A",15
"2001","2308","1","SA2","102011031","A",83
"2001","2308","1","SA2","102011032","A",78
"2001","2308","1","SA2","102011033","A",28
"2001","2308","1","SA2","102011034","A",31
"2001","2308","1","SA2","102011035","A",27
"2001","2308","1","SA2","102011036","A",31
"2001","2308","1","SA2","102011037","A",22
"2001","2308","1","SA2","102011038","A",27
"2001","2308","1","SA2","102011039","A",56
"2001","2308","1","SA2","102011040","A",88
"2001","2308","1","SA2","102011041","A",26
"2001","2308","1","SA2","102011042","A",36
"2001","2308","1","SA2","102011043","A",55
"2001","2308","1","SA2","102021044","A",55
"2001","2308","1","SA2","102021045","A",31
"2001","2308","1","SA2","102021046","A",46
"2001","2308","1","SA2","102021047","A",51
"2001","2308","1","SA2","102021048","A",85
"2001","2308","1","SA2","102021049","A",15
"2001","2308","1","SA2","102021050","A",45
"2001","2308","1","SA2","102021051","A",25
"2001","2308","1","SA2","102021052","A",12
"2001","2308","1","SA2","102021053","A",33
"2001","2308","1","SA2","102021054","A",35
"2001","2308","1","SA2","102021055","A",24
"2001","2308","1","SA2","102021056","A",27
"2001","2308","1","SA2","102021057","A",29
"2001","2308","1","SA2","103011058","A",72
"2001","2308","1","SA2","103011059","A",27
"2001","2308","1","SA2","103011060","A",23
"2001","2308","1","SA2","103011061","A",10
"2001","2308","1","SA2","103021062","A",11
"2001","2308","1","SA2","103021063","A",21
"2001","2308","1","SA2","103021064","A",23
"2001","2308","1","SA2","103021065","A",18
"2001","2308","1","SA2","103021066","A",11
"2001","2308","1","SA2","103021067","A",33
"2001","2308","1","SA2","103021068","A",11
"2001","2308","1","SA2","103021069","A",8
"2001","2308","1","SA2","103031070","A",31
"2001","2308","1","SA2","103031071","A",22
"2001","2308","1","SA2","103031072","A",34
"2001","2308","1","SA2","103031073","A",17
"2001","2308","1","SA2","103031074","A",20
