TIME, BPLP, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_3
"2001","2304","1","SA2","101011001","A",57
"2001","2304","1","SA2","101011002","A",60
"2001","2304","1","SA2","101011003","A",26
"2001","2304","1","SA2","101011004","A",42
"2001","2304","1","SA2","101011005","A",18
"2001","2304","1","SA2","101011006","A",22
"2001","2304","1","SA2","101021007","A",16
"2001","2304","1","SA2","101021008","A",71
"2001","2304","1","SA2","101021009","A",70
"2001","2304","1","SA2","101021010","A",36
"2001","2304","1","SA2","101021011","A",95
"2001","2304","1","SA2","101021012","A",68
"2001","2304","1","SA2","101031013","A",20
"2001","2304","1","SA2","101031014","A",111
"2001","2304","1","SA2","101031015","A",44
"2001","2304","1","SA2","101031016","A",120
"2001","2304","1","SA2","101041017","A",71
"2001","2304","1","SA2","101041018","A",73
"2001","2304","1","SA2","101041019","A",32
"2001","2304","1","SA2","101041020","A",86
"2001","2304","1","SA2","101041021","A",39
"2001","2304","1","SA2","101041022","A",0
"2001","2304","1","SA2","101041023","A",26
"2001","2304","1","SA2","101041024","A",28
"2001","2304","1","SA2","101041025","A",61
"2001","2304","1","SA2","101041026","A",56
"2001","2304","1","SA2","101041027","A",89
"2001","2304","1","SA2","102011028","A",33
"2001","2304","1","SA2","102011029","A",47
"2001","2304","1","SA2","102011030","A",17
"2001","2304","1","SA2","102011031","A",67
"2001","2304","1","SA2","102011032","A",79
"2001","2304","1","SA2","102011033","A",28
"2001","2304","1","SA2","102011034","A",21
"2001","2304","1","SA2","102011035","A",36
"2001","2304","1","SA2","102011036","A",19
"2001","2304","1","SA2","102011037","A",26
"2001","2304","1","SA2","102011038","A",26
"2001","2304","1","SA2","102011039","A",55
"2001","2304","1","SA2","102011040","A",68
"2001","2304","1","SA2","102011041","A",42
"2001","2304","1","SA2","102011042","A",44
"2001","2304","1","SA2","102011043","A",52
"2001","2304","1","SA2","102021044","A",54
"2001","2304","1","SA2","102021045","A",19
"2001","2304","1","SA2","102021046","A",32
"2001","2304","1","SA2","102021047","A",50
"2001","2304","1","SA2","102021048","A",65
"2001","2304","1","SA2","102021049","A",9
"2001","2304","1","SA2","102021050","A",28
"2001","2304","1","SA2","102021051","A",22
"2001","2304","1","SA2","102021052","A",27
"2001","2304","1","SA2","102021053","A",27
"2001","2304","1","SA2","102021054","A",29
"2001","2304","1","SA2","102021055","A",15
"2001","2304","1","SA2","102021056","A",24
"2001","2304","1","SA2","102021057","A",19
"2001","2304","1","SA2","103011058","A",77
"2001","2304","1","SA2","103011059","A",21
"2001","2304","1","SA2","103011060","A",19
"2001","2304","1","SA2","103011061","A",18
"2001","2304","1","SA2","103021062","A",10
"2001","2304","1","SA2","103021063","A",39
"2001","2304","1","SA2","103021064","A",4
"2001","2304","1","SA2","103021065","A",10
"2001","2304","1","SA2","103021066","A",9
"2001","2304","1","SA2","103021067","A",16
"2001","2304","1","SA2","103021068","A",11
"2001","2304","1","SA2","103021069","A",6
"2001","2304","1","SA2","103031070","A",32
"2001","2304","1","SA2","103031071","A",35
"2001","2304","1","SA2","103031072","A",28
"2001","2304","1","SA2","103031073","A",21
"2001","2304","1","SA2","103031074","A",56
"2001","2304","1","SA2","103031075","A",0
"2001","2304","1","SA2","103041076","A",19
"2001","2304","1","SA2","103041077","A",76
"2001","2304","1","SA2","103041078","A",43
"2001","2304","1","SA2","103041079","A",41
"2001","2304","1","SA2","104011080","A",24
"2001","2304","1","SA2","104011081","A",62
"2001","2304","1","SA2","104011082","A",57
"2001","2304","1","SA2","104021083","A",59
"2001","2304","1","SA2","104021084","A",79
"2001","2304","1","SA2","104021085","A",46
"2001","2304","1","SA2","104021086","A",46
"2001","2304","1","SA2","104021087","A",22
"2001","2304","1","SA2","104021088","A",56
"2001","2304","1","SA2","104021089","A",96
"2001","2304","1","SA2","104021090","A",18
"2001","2304","1","SA2","104021091","A",59
"2001","2304","1","SA2","105011092","A",16
"2001","2304","1","SA2","105011093","A",9
"2001","2304","1","SA2","105011094","A",18
"2001","2304","1","SA2","105011095","A",9
"2001","2304","1","SA2","105011096","A",65
"2001","2304","1","SA2","105021097","A",52
"2001","2304","1","SA2","105021098","A",15
"2001","2304","1","SA2","105031099","A",36
"2001","2304","1","SA2","105031100","A",14
