TIME, BPLP, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_3
"2006","6203","1","SA2","101011001","A",0
"2006","6203","1","SA2","101011002","A",0
"2006","6203","1","SA2","101011003","A",0
"2006","6203","1","SA2","101011004","A",9
"2006","6203","1","SA2","101011005","A",0
"2006","6203","1","SA2","101011006","A",0
"2006","6203","1","SA2","101021007","A",0
"2006","6203","1","SA2","101021008","A",0
"2006","6203","1","SA2","101021009","A",12
"2006","6203","1","SA2","101021010","A",0
"2006","6203","1","SA2","101021011","A",11
"2006","6203","1","SA2","101021012","A",7
"2006","6203","1","SA2","101031013","A",0
"2006","6203","1","SA2","101031014","A",10
"2006","6203","1","SA2","101031015","A",0
"2006","6203","1","SA2","101031016","A",14
"2006","6203","1","SA2","101041017","A",6
"2006","6203","1","SA2","101041018","A",6
"2006","6203","1","SA2","101041019","A",0
"2006","6203","1","SA2","101041020","A",3
"2006","6203","1","SA2","101041021","A",0
"2006","6203","1","SA2","101041022","A",0
"2006","6203","1","SA2","101041023","A",0
"2006","6203","1","SA2","101041024","A",0
"2006","6203","1","SA2","101041025","A",6
"2006","6203","1","SA2","101041026","A",0
"2006","6203","1","SA2","101041027","A",6
"2006","6203","1","SA2","102011028","A",3
"2006","6203","1","SA2","102011029","A",3
"2006","6203","1","SA2","102011030","A",9
"2006","6203","1","SA2","102011031","A",15
"2006","6203","1","SA2","102011032","A",78
"2006","6203","1","SA2","102011033","A",3
"2006","6203","1","SA2","102011034","A",3
"2006","6203","1","SA2","102011035","A",9
"2006","6203","1","SA2","102011036","A",6
"2006","6203","1","SA2","102011037","A",3
"2006","6203","1","SA2","102011038","A",0
"2006","6203","1","SA2","102011039","A",7
"2006","6203","1","SA2","102011040","A",10
"2006","6203","1","SA2","102011041","A",0
"2006","6203","1","SA2","102011042","A",11
"2006","6203","1","SA2","102011043","A",6
"2006","6203","1","SA2","102021044","A",5
"2006","6203","1","SA2","102021045","A",0
"2006","6203","1","SA2","102021046","A",0
